Name;CodIBGE;Categoria;Longitude;Latitude
ESTÂNCIA ESPLANADA;3544806;AUI;-49.4714124039703;-21.3728765354957
PRAINHA;3500204;AUI;-49.64485685793639;-21.2547198377122
CONDOMÍNIO SOBRADINHO;3500204;AUI;-49.6391971787447;-21.2544570859184
RESIDENCIAL MORUMBI;3544806;AUI;-49.5257666880145;-21.2473514517047
RECREATIVO BARRA MANSA;3544806;AUI;-49.5229366625227;-21.234853700313
VILA VENTURA;3519402;AUI;-49.2604525690351;-20.9953939987364
DISTRITO INDUSTRIAL II;3555604;AUI;-49.1977428269015;-20.9805054404614
JAPURA;3552601;AUI;-49.1230963488588;-20.997150220144
ECATU;3553401;AUI;-49.7240003777859;-20.5424059495056
RINCÃO;3553401;AUI;-49.65702117862621;-20.5251703167453
BAIRRO NOVA MACAÚBAS;3530409;AUI;-49.4689463594064;-20.5719907296786
SAN FERNANDO VALLEY;3549805;AUI;-49.428022511647;-20.882798999371
PARQUE DOS PÁSSAROS;3549805;AUI;-49.4186633874207;-20.8787144993711
VILA TONINHO;3549805;AUI;-49.3400945733173;-20.843172999372
RESIDENCIAL BUONA VITA;3549805;AUI;-49.3274292181801;-20.8610519993715
RECANTO DO LAGO;3549805;AUI;-49.3362540359295;-20.8320129993722
AUFERVILLE E RESIDENCIAL ALTA VISTA;3549805;AUI;-49.3376001664881;-20.7519024993742
ESTÂNCIA SÃO PAULO;3517505;AUI;-49.27086376913151;-20.7931945122438
RIO TURVO;3517505;AUI;-49.2735489472271;-20.7878684412689
PORTAL DO SOL;3517505;AUI;-49.2525267276076;-20.7820153206637
SÃO CARLOS;3517505;AUI;-49.14105660406941;-20.7563133157172
POUSADA DAS GARÇAS;3533007;AUI;-49.2681111639207;-20.4242080674672
VALE DO FORMOSO;3520707;AUI;-50.24105400454701;-20.02227273978
CONDOMÍNIO BEIRA RIO;3520707;AUI;-50.301747174393;-19.8889294670123
CONDOMÍNIO PÁDUA DINIZ;3530003;AUI;-50.1865787775475;-19.9730753460533
BELA VISTA;3530003;AUI;-50.1870429934518;-19.9647144987877
PARQUE PARAÍSO;3530003;AUI;-50.18271251871;-19.9471798238111
RECANTO DOS EUCALIPTOS;3530003;AUI;-50.1826062814024;-19.9302134080528
MORADA DO SOL;3530003;AUI;-50.1735907956119;-19.9276788943369
VALE VERDE;3530003;AUI;-50.17873477983571;-19.9197943376924
CONDOMÍNIO DAS PALMEIRAS;3530003;AUI;-50.1392286141077;-19.9429549987888
VILA ALVES;3510708;AUI;-49.9677397062913;-20.1713577969585
SEM DENOMINAÇÃO;3544202;AUI;-49.67839994736969;-19.998358998786
PARQUE FLORIANÓPOLIS;3127008;AUI;-49.2120857951772;-20.3032829810342
ENSEADA AZUL;3127008;AUI;-49.1772444423922;-20.2894876518566
ENSEADA AZUL III;3127008;AUI;-49.1630873531247;-20.2860121525896
JARDIM VERANEIO;3127008;AUI;-49.1500168516293;-20.2803168572924
MEU CHÃO;3127008;AUI;-49.1438955960204;-20.2754493831218
AGROVILA DO CONDOMÍNIO AGRÍCOLA ADIB SAID AIDAR;3519808;AUI;-49.1187468995703;-20.2985899879571
PARQUE SANTA MONICA;3127008;AUI;-49.1310752685574;-20.257680562532
VILA AÇAÍ;3521903;AUI;-48.9846933201225;-21.3882140906213
MONJOLINHO;3522703;AUI;-48.84225416679131;-21.4805169987129
CAPUTIRA;3514924;AUI;-49.0599057865894;-21.1533292786226
BRANCO PERES;3522703;AUI;-48.7626829367936;-21.5356533776502
VILA CAJADO;3522703;AUI;-48.7705281905792;-21.519595498711
VILA NEGRI;3553708;AUI;-48.6417537148312;-21.3956859993585
SERRINHA;3552601;AUI;-48.9654024171467;-20.9073939987407
IATE CLUBE PEDREGAL;3517901;AUI;-48.9141243297572;-20.4628125733098
RIVIERA DE TOSCANA;3517901;AUI;-48.9015392079176;-20.4634123752602
RANCHOS RIVIERA I;3517901;AUI;-48.9082904095708;-20.4577325516663
RANCHOS RIVIERA II;3517901;AUI;-48.9051680269796;-20.4584875849588
ÁREA RECORD / TELESP / TUPI;3512001;AUI;-48.6252935580381;-20.702406927269
ÁREA DA CUTRALE;3512001;AUI;-48.5454134900673;-20.677546213839
ÁREA DA COMPANHIA ENERGÉTICA SÃO JOSÉ;3512001;AUI;-48.5366366438767;-20.6609069897812
FAZENDA IPÊ;3505609;AUI;-48.16266135815211;-21.2210121528745
POSTO SÃO JOÃO;3539509;AUI;-48.31152790185;-20.9692454987377
CHÁCARA VALE DO MOJI;3539509;AUI;-48.1849744777067;-21.0419169987341
SÍTIO PIQUINI;3505609;AUI;-48.1184225694532;-21.2407364993622
SÍTIO SANTA ZULMIRA;3505609;AUI;-48.1440743011154;-21.2150919993629
VILA BARBACENA WALTER MECHER;3540200;AUI;-48.1156710432017;-20.9592804993691
TERCEIRA GLEBA;3556800;AUI;-48.2417338566095;-20.8131387767564
BAIRRO SANTO INÁCIO;3531902;AUI;-48.27835039456729;-20.6308569987544
BAIRRO CAPELINHA;3521309;AUI;-47.99026214807341;-20.4891152884628
NAUTICO CLUBE;3127008;AUI;-49.0919436716923;-20.1928994796022
SÃO JOSÉ DO ALBERTÓPOLIS;3517406;AUI;-48.5037058672474;-20.1756414948245
CONDOMÍNIO NÁUTICO;3100708;AUI;-48.1737461810217;-20.0746157686671
BAIRRO DAS ALAGOAS;3117306;AUI;-48.3497641415109;-19.9064442585305
CAPELINHA DO BARREIRO;3170107;AUI;-48.16408525048689;-19.7982414854857
RECANTO DOS TUCUNARÉS;3529708;AUI;-48.078197600727;-20.1970228379208
RECANTO DOS COLIBRIS;3100708;AUI;-48.1277536968951;-20.1062959449385
CONDOMÍNIO BEIRA RIO;3529708;AUI;-48.0596186946761;-20.1580789071413
CONDOMÍNIO PORTAL DO RIO GRANDE;3529708;AUI;-48.0330087619244;-20.1553556088365
CONDOMÍNIO CIDADE PRAIANA;3529708;AUI;-48.0295348114759;-20.1542599910648
SÍTIO RECREIO;3529708;AUI;-47.94383748602731;-20.1038807222539
BAIRRO CANINDÉ;3503000;AUI;-47.83834738384691;-20.1715035421995
PIER 2000;3100708;AUI;-48.1352088813857;-20.0242022837306
FAZENDA QUATI;3100708;AUI;-48.1381017481044;-20.0182544476597
BAIXA;3170107;AUI;-47.9470992142886;-19.9387198070299
DISTRITO INDUSTRIAL III;3170107;AUI;-47.8852505305928;-19.9964502968994
PARQUE DO CAFÉ;3170107;AUI;-47.8372184906568;-19.7785662875636
CORUMBAZUL;5203906;AUI;-48.8574397597331;-18.2622288519522
SANTA LUZIA;3115003;AUI;-47.8989685998492;-18.6526036423286
NOVO HORIZONTE;5205208;AUI;-49.4665670611228;-16.4215779346428
JARDIM PRIMAVERA;5208707;AUI;-49.3751127652916;-16.5879845537804
PARQUE DOS CISNES;5208707;AUI;-49.2389435259845;-16.5764668621328
CONDOMÍNIO SALOMÃO ELIAS;5300108;AUI;-48.2416695689769;-15.9399680521894
CONDOMÍNIO GUARAPARI;5300108;AUI;-48.23816025490551;-15.9396712817727
RESIDENCIAL BURITI I;5300108;AUI;-48.22910889108081;-15.9476056641549
CONDOMÍNIO RESIDENCIAL NOVA BETÂNIA;5300108;AUI;-48.22851667912581;-15.9360086824104
CONDOMÍNIO SÃO FRANCISCO;5300108;AUI;-48.22292371323901;-15.939726235615
FERCAL;5300108;AUI;-47.8780053252121;-15.6017931465927
JARDIM CANANÉIA;3537909;AUI;-47.8204615702624;-23.790723999303
CHÁCARAS REUNIDAS PILAR;3537909;AUI;-47.78746640517581;-23.7767694993033
RECANTO DOS PÁSSAROS;3500758;AUI;-47.8226348896394;-23.5524162884581
BAIRRO DOS CORRÊAS;3510302;AUI;-47.7982943716093;-23.4890671320478
PORTO DAS PALMEIRAS;3510302;AUI;-47.7724513183111;-23.5247730252402
JARDIM DAS FLORES;3510302;AUI;-47.7726457014151;-23.5226395500686
BAIRRO DO CERCADINHO;3510302;AUI;-47.75379284443441;-23.4752329622944
SEM DENOMINAÇÃO;3510302;AUI;-47.7516443791234;-23.4663457666579
BAIRRO DA CANGUERA;3510302;AUI;-47.7141603941503;-23.4960043746171
IPEROZINHO;3510302;AUI;-47.6962633725582;-23.4678099018161
BAIRRO DO IPERÓ;3510302;AUI;-47.692012540727;-23.4798145475633
SEM DENOMINAÇÃO;3510302;AUI;-47.70052737170581;-23.4425360178739
SEM DENOMINAÇÃO;3521002;AUI;-47.5516388858222;-23.4468688239488
VILA MORAES - CAMPININHA;3537800;AUI;-47.4156023028867;-23.7663595750605
JARDIM NOVO MUNDO;3557006;AUI;-47.5038980752473;-23.5437910495639
GREEN VALLEY;3557006;AUI;-47.4892624497912;-23.5575395633967
JARDIM TATIANE;3557006;AUI;-47.4893415017359;-23.5518288511509
BAIRRO ITARARÉ;3501152;AUI;-47.2614187481108;-23.5677063187113
RECANTO DOS PÁSSAROS;3501152;AUI;-47.30417650224489;-23.5170881777808
CHÁCARA PORTAL DO ÉDEN;3523909;AUI;-47.3503897965457;-23.3998234993117
SÍTIO SÃO JOSÉ;3523909;AUI;-47.32454571245061;-23.3967299993118
CHÁCARA HARMONIA;3523909;AUI;-47.31791151624789;-23.3971149993118
PARQUE RESIDENCIAL KURUMIN;3523909;AUI;-47.3093711921913;-23.41484099931141
BRIQUITUBA;3501152;AUI;-47.2312394699768;-23.5142374229634
CHÁCARA BERRO D'ÁGUA;3523909;AUI;-47.2504952817122;-23.4142701696371
CONDOMÍNIO PORTA DO SOL;3528403;AUI;-47.1979464958668;-23.4283349553547
PESQUEIRO NOVA CACHOEIRINHA;3507001;AUI;-47.7716790174123;-23.32228656465031
TERRAS DE SÃO FRANCISCO;3507001;AUI;-47.7650680121351;-23.2871525691736
SEM DENOMINAÇÃO;3521002;AUI;-47.72444667363899;-23.38190123440731
NOVA RHEATA 2;3507001;AUI;-47.7514825351054;-23.3183230978939
CAMPO BELO;3507001;AUI;-47.7274762750842;-23.3154438904719
NOVA RHEATA;3507001;AUI;-47.7508853328116;-23.3131796365907
SÃO JOSÉ DE BOITUVA;3507001;AUI;-47.7317501628194;-23.3082022430607
ESTÂNCIA UBAITABA;3507001;AUI;-47.7466462017263;-23.2671469915186
BB;3507001;AUI;-47.7167550500667;-23.2752751951756
BOITUVILLE;3507001;AUI;-47.6543078053424;-23.3524029752211
RAVACHE;3507001;AUI;-47.6015376756723;-23.3145151402093
NOSSA SENHORA DE FÁTIMA;3554508;AUI;-47.66405513134841;-23.1553660043172
MORADA DO SOL;3525854;AUI;-47.79181611107759;-23.0757343336177
CAMPO REAL;3540606;AUI;-47.50974598025681;-23.3587109205492
RECANTO AVECUIA;3540606;AUI;-47.48717697803289;-23.3578570630424
CHÁCARAS ESTÂNCIA ARARUNA;3540606;AUI;-47.4797515527544;-23.3548305339703
SANTO AUGUSTO;3540606;AUI;-47.4931835733194;-23.3381014587815
SPRING VALLEY;3540606;AUI;-47.506812337948;-23.3225583416158
ALDEIA DOS LARANJAIS;3540606;AUI;-47.4832537319685;-23.342289434796
SÃO FRANCISCO;3540606;AUI;-47.4802721599826;-23.335583612307
SÍTIO MACAQUE;3523909;AUI;-47.4049094247401;-23.2386579993153
SANTA INÊS;3523909;AUI;-47.3623771806381;-23.2817134993144
VILA REAL DE ITU;3523909;AUI;-47.3878854015429;-23.2676644993147
SÍTIO SÃO CRISTÓVÃO;3523909;AUI;-47.3804761081378;-23.2333984993155
IPIRANGA;3514908;AUI;-47.3757617873002;-23.0867269082581
JARDIM MARTINS;3523909;AUI;-47.3452838369361;-23.3889849993119
CIDADE NOVA;3523909;AUI;-47.333250738337;-23.3818344993121
JARDIM EMICOL;3523909;AUI;-47.3319938085853;-23.3158103212326
SÍTIO RINCÃO;3523909;AUI;-47.30490324561021;-23.3563534993127
TERRAS DE SANTA CECÍLIA;3523909;AUI;-47.2762499443223;-23.342495999313
CHAPADA DE ITU;3523909;AUI;-47.32744781276979;-23.3088939993138
VILA SWEVIA;3523909;AUI;-47.31995104837849;-23.3108289993137
RESIDENCIAL SETE QUEDAS E CHÁCARAS SETE QUEDAS;3523909;AUI;-47.3470374452827;-23.2184424993158
PARAÍSO;3514908;AUI;-47.38888449593891;-23.0832093564351
JARDIM SANTA RITA D´CASSIA;3510401;AUI;-47.3919263525442;-22.99115343699
CHÁCARAS PLANALTO;3531803;AUI;-47.3850130385431;-22.9807279986424
RECANTO DAS ANDORINHAS;3545803;AUI;-47.4295512132955;-22.8035159993253
CHÁCARA RECANTO SOLAR;3533403;AUI;-47.3527969998098;-22.8101871221604
ESTÂNCIA DAS SIRIEMAS;3531803;AUI;-47.347279314396;-22.9475929986439
VALE DO SOL;3520509;AUI;-47.2462345654095;-23.0267059993202
CHÁCARAS PRIMAVERA;3552403;AUI;-47.27971634990631;-22.902646999323
CHÁCARAS CRUZEIRO DO SUL;3552403;AUI;-47.2963047258808;-22.8840419993234
PARQUE DANTE MARMIROLLI;3552403;AUI;-47.2863127468697;-22.8858284993234
RECANTO DO GUARAPARI;3533403;AUI;-47.33063325425849;-22.8279739576227
VALE DOS LÍRIOS;3533403;AUI;-47.3427726386932;-22.8053091510141
PARQUE DOS PINHEIROS;3533403;AUI;-47.3362950903282;-22.8007134991844
CHÁCARAS CENTRAL;3533403;AUI;-47.3301494929372;-22.8145957605263
BOSQUE DOS EUCALIPTOS;3533403;AUI;-47.3261949138536;-22.8008475164919
PARQUE SÃO BENTO;3552403;AUI;-47.2970247552879;-22.8488829993242
CHÁCARAS REUNIDAS ANHANGUERA;3533403;AUI;-47.2316845090327;-22.7877827116367
GABRIEL PIZA;3550605;AUI;-47.0996700785831;-23.566709499308
CAETÉ/RETIRO DA SERRA;3550605;AUI;-47.0663258421839;-23.6045279993071
BAIRRO DA LAGOA;3550605;AUI;-47.03625066147699;-23.5933199115842
BAIRRO DO ROSÁRIO;3550605;AUI;-47.06174117465171;-23.5718510016034
SABOÓ/MOMBAÇA;3550605;AUI;-47.1672268335601;-23.4339123075924
PINHEIRINHO;3550605;AUI;-47.07228792816561;-23.5282574993088
TERRAS DE SANTA ROSA;3522109;AUI;-46.81607175803141;-23.9708650790116
SEM DENOMINAÇÃO;3550308;AUI;-46.7647423963973;-23.9147084993002
SEM DENOMINAÇÃO;3550308;AUI;-46.753684466002;-23.8675429993013
SEM DENOMINAÇÃO;3550308;AUI;-46.7546078271628;-23.8657759993013
SEM DENOMINAÇÃO;3550308;AUI;-46.7526165967163;-23.8696504993012
SEM DENOMINAÇÃO;3550308;AUI;-46.7497538205543;-23.8725249993012
SEM DENOMINAÇÃO;3550308;AUI;-46.7501595550729;-23.8702129993012
SEM DENOMINAÇÃO;3550308;AUI;-46.7407044199127;-23.878798499301
SEM DENOMINAÇÃO;3550308;AUI;-46.739837998126;-23.878229499301
SEM DENOMINAÇÃO;3550308;AUI;-46.7127181327787;-23.8661769993013
SEM DENOMINAÇÃO;3550308;AUI;-46.71862568737861;-23.8557869993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7159280285282;-23.8585439993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7154852914899;-23.8628104993014
SEM DENOMINAÇÃO;3550308;AUI;-46.7133449481788;-23.8624724993014
SEM DENOMINAÇÃO;3550308;AUI;-46.7108016702145;-23.8641249993013
SEM DENOMINAÇÃO;3550308;AUI;-46.7111729134606;-23.8607369993014
SEM DENOMINAÇÃO;3550308;AUI;-46.7143833013409;-23.8575399993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7175769014752;-23.8549509993016
SEM DENOMINAÇÃO;3550308;AUI;-46.7149502689958;-23.8529184993016
SEM DENOMINAÇÃO;3550308;AUI;-46.71404945811;-23.8470134993017
SEM DENOMINAÇÃO;3550308;AUI;-46.7129628985281;-23.8501539993016
SEM DENOMINAÇÃO;3550308;AUI;-46.7594696683117;-23.833227999302
SEM DENOMINAÇÃO;3550308;AUI;-46.7581687820884;-23.834888499302
SEM DENOMINAÇÃO;3550308;AUI;-46.7649049535714;-23.8062694993026
SEM DENOMINAÇÃO;3550308;AUI;-46.7603123191489;-23.8062779993026
SEM DENOMINAÇÃO;3550308;AUI;-46.759027756861;-23.7494284993039
SEM DENOMINAÇÃO;3550308;AUI;-46.7895441245808;-23.7281349993044
SEM DENOMINAÇÃO;3550308;AUI;-46.7076334949239;-23.9063269993004
SEM DENOMINAÇÃO;3550308;AUI;-46.70615430591241;-23.9072359993004
SEM DENOMINAÇÃO;3550308;AUI;-46.70911399931541;-23.8606194993014
SEM DENOMINAÇÃO;3550308;AUI;-46.7087819867597;-23.8589954993015
SEM DENOMINAÇÃO;3550308;AUI;-46.70825571552641;-23.8561334993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7048227603596;-23.8587084993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7051455481158;-23.8558144993015
SEM DENOMINAÇÃO;3550308;AUI;-46.7032862437075;-23.8577399993015
SEM DENOMINAÇÃO;3550308;AUI;-46.709461855;-23.8533204993016
SEM DENOMINAÇÃO;3550308;AUI;-46.7080587169207;-23.8521989993016
SEM DENOMINAÇÃO;3550308;AUI;-46.7054464666764;-23.8529599993016
SEM DENOMINAÇÃO;3550308;AUI;-46.69396079433501;-23.8555949993015
SEM DENOMINAÇÃO;3550308;AUI;-46.6966630618085;-23.8526509993016
SEM DENOMINAÇÃO;3550308;AUI;-46.6986821432538;-23.8481714993017
SEM DENOMINAÇÃO;3550308;AUI;-46.6981577941177;-23.8500284993017
SEM DENOMINAÇÃO;3550308;AUI;-46.6953753121013;-23.8521099993016
SEM DENOMINAÇÃO;3550308;AUI;-46.694234738534;-23.8510959993016
SEM DENOMINAÇÃO;3550308;AUI;-46.69567200261729;-23.8479154993017
SEM DENOMINAÇÃO;3550308;AUI;-46.676109492401;-23.8701399993012
SEM DENOMINAÇÃO;3550308;AUI;-46.674705539814;-23.8698349993012
SEM DENOMINAÇÃO;3550308;AUI;-46.6451036793062;-23.8854319993009
SEM DENOMINAÇÃO;3550308;AUI;-46.6644388814732;-23.8668754993013
SEM DENOMINAÇÃO;3550308;AUI;-46.6557234502225;-23.8662269993013
SEM DENOMINAÇÃO;3550308;AUI;-46.6448585583333;-23.8827779993009
SEM DENOMINAÇÃO;3550308;AUI;-46.6431525955704;-23.881208999301
SEM DENOMINAÇÃO;3550308;AUI;-46.6421757577607;-23.8666959993013
SEM DENOMINAÇÃO;3550308;AUI;-46.67814228729631;-23.8211274993023
SEM DENOMINAÇÃO;3550308;AUI;-46.6710612820421;-23.8223904993023
SEM DENOMINAÇÃO;3550308;AUI;-46.6753423271605;-23.8160989993024
SEM DENOMINAÇÃO;3550308;AUI;-46.67325291796871;-23.7806334993032
SEM DENOMINAÇÃO;3550308;AUI;-46.6747871625504;-23.7789764993032
SEM DENOMINAÇÃO;3550308;AUI;-46.6408607798377;-23.8089744993026
SEM DENOMINAÇÃO;3550308;AUI;-46.6620306285016;-23.7778714993033
SEM DENOMINAÇÃO;3550308;AUI;-46.6307267028302;-23.8046029993027
SEM DENOMINAÇÃO;3550308;AUI;-46.77961452680411;-23.4380659993109
SEM DENOMINAÇÃO;3550308;AUI;-46.7212589068834;-23.4190764993113
CONJUNTO HABITACIONAL ITAGUAÇU / CANTAREIRA;3550308;AUI;-46.6720759792311;-23.4414269993108
PARQUE SUÍÇA;3509007;AUI;-46.6936643837565;-23.4011566128117
PARQUE SANTA INÊS;3509007;AUI;-46.67419883055629;-23.4096629493723
PARQUE DAS ESMERALDAS;3509007;AUI;-46.6811314568574;-23.4061603418717
NOVA BAVIERA;3509007;AUI;-46.6701799428821;-23.4098882436548
SITIOLÂNDIA;3509007;AUI;-46.66776101385381;-23.40520469580011
ALPES DA CANTAREIRA;3528502;AUI;-46.6442883872096;-23.4056416128056
CHAMPS ELYSEES VILLAGE;3528502;AUI;-46.6408484466402;-23.391958000222
PARQUE PETRÓPOLIS PAULISTA 1º SEÇÃO;3528502;AUI;-46.6360611495375;-23.4000188843116
JARDIM DA MONTANHA;3528502;AUI;-46.6250904565849;-23.4051385282298
FAZENDA PAINEIRÃO;3508405;AUI;-47.1224984398614;-23.3649317816774
FAZENDA SOSSEGO;3508405;AUI;-47.1181231361766;-23.2837699177275
BANANAL;3508405;AUI;-47.0827169515086;-23.3516880250235
FAZENDA SOBRADINHO (GUAXATUBA);3508405;AUI;-47.11082123750229;-23.3301534417743
QUINTAS DAS PAINEIRAS;3508405;AUI;-47.0841214147004;-23.2914849249121
PARQUE DA GRAMA;3520509;AUI;-47.1719051643844;-23.1838939993166
ESTÂNCIA HIDROMINERAL SANTA ELIZA;3520509;AUI;-47.1151078701883;-23.1825652493166
CONDOMÍNIO VILLAGE AMBIENTAL HORIZONTE AZUL;3524006;AUI;-47.1303561176002;-23.1335040742728
RESIDENCIAL VILA APARECIDA I E II;3524006;AUI;-47.123692761254;-23.113704490852
RESIDENCIAL MONTES CLAROS;3524006;AUI;-47.0754568889398;-23.1883651477462
RESIDENCIAL PHYTUS;3524006;AUI;-47.06310128842439;-23.2327929724877
RESIDENCIAL POLLYANA;3524006;AUI;-47.0668114258825;-23.1928894226194
RESIDENCIAL INDUIÁ ECOPARK;3524006;AUI;-47.0999001838232;-23.1547976327994
PORTAL DAS MANGAS;3524006;AUI;-47.0854086590375;-23.1440167532906
JARDIM VITÓRIA;3524006;AUI;-47.0863187335235;-23.1413458454243
RESIDENCIAL RIO DAS PEDRAS;3524006;AUI;-47.0786297187861;-23.1339797784618
COLINAS DE INHANDJARA;3524006;AUI;-47.0721634702532;-23.1328715019234
RESIDENCIAL ABI-ARAM;3524006;AUI;-47.051586568467;-23.139462386955
CAI;3508405;AUI;-47.0312400606429;-23.26419876081791
RESIDENCIAL PARQUE DAS VIDEIRAS;3524006;AUI;-47.02451874386419;-23.1836765156824
RESIDENCIAL ROMA;3524006;AUI;-47.02215639662949;-23.179815198408
RESIDENCIAL PAINEIRAS;3524006;AUI;-47.02683884148829;-23.1672049793177
CONDOMÍNIO INDUSTRIAL PAINEIRAS;3524006;AUI;-47.017764068445;-23.1668341520901
SEM DENOMINAÇÃO;3527306;AUI;-46.9894318607673;-23.1165166542587
TRAVIÚ;3525904;AUI;-46.9630795482912;-23.1154394993182
HOTEL VALE DAS VINHAS;3525904;AUI;-46.9432179472362;-23.1286464993178
CORRUPIRA;3525904;AUI;-46.93051647181;-23.119960499318
RIO ACIMA;3525904;AUI;-46.8859387391465;-23.1133074993182
RESIDENCIAL LOTEAMENTO DA PRATA;3524006;AUI;-47.0689863717328;-23.0662171116322
RESIDENCIAL FAZENDA DA GRAMA;3524006;AUI;-47.057983227893;-23.0562716509931
CONDOMÍNIO TERRAS DE SANTA TEREZA;3524006;AUI;-47.04138470496561;-23.0660648545178
BARÃO DA BOA VISTA;3524006;AUI;-47.03447229750239;-23.0754480224457
SUBDIVISÃO LOTEAMENTOS 21 E 22 QUADRA E - MACUCO;3556206;AUI;-47.0429767624916;-23.0048254993207
CHÁCARA ALDEIA I;3556206;AUI;-46.9682912052532;-22.9942369993209
PARQUE VALINHOS;3556206;AUI;-46.9556141143641;-22.992183499321
SÃO BENTO;3556206;AUI;-46.9220674040675;-22.965253546823
PARQUE PORTUGAL;3556206;AUI;-46.97339316849819;-22.9311314993224
CHÁCARAS E PESQUEIROS DE VALINHOS;3556206;AUI;-46.9747664947947;-22.9101409993228
CHÁCARAS CONTENDAS;3556206;AUI;-46.9696209038277;-22.9096106790152
NÚCLEO REPRESA;3537107;AUI;-46.8722830058326;-22.8116531245141
NÚCLEO ENTRE MONTES;3537107;AUI;-46.8769836534577;-22.7866859993257
PARQUE GENIOLI;3509007;AUI;-46.8172913776338;-23.3410955279056
CASTANHO;3525904;AUI;-46.8697244386019;-23.2643099993148
KLABIN;3525904;AUI;-46.8637561461967;-23.2641174993148
CRISTAL PARQUE;3516408;AUI;-46.7911157490355;-23.2698328253611
CHÁCARA MALTONI;3525904;AUI;-46.86969363224729;-23.1274504993179
RECREIO MORE;3525201;AUI;-46.7914530342303;-23.1429184993175
CHÁCARA CANAÃ - PARQUE UE - YRAMAIA - RECANTO CAMPO VERDE;3525201;AUI;-46.7686853307262;-23.1730690824215
CAMBARAH;3525201;AUI;-46.7526100077213;-23.166245499317
PEDREGULHO;3525201;AUI;-46.7496737517112;-23.1751739993168
RECANTO DO SOL;3525201;AUI;-46.7500932275712;-23.1621044993171
VALE ESMERALDA;3525201;AUI;-46.7343630930721;-23.1755464993168
BAIRRO MARACANÃ;3525201;AUI;-46.7236191740103;-23.1718569993169
BAIRRO PITANGA;3525201;AUI;-46.7729462694546;-23.12473799931791
SEBASTIÃO;3525201;AUI;-46.7396755908293;-23.1351544993177
CAMPO DO REALENGO;3525201;AUI;-46.7246831498192;-23.1608589993171
PARQUE DAS VIDEIRAS E ESTÂNCIAS SÃO LUIZ;3525201;AUI;-46.7213516743758;-23.1355634993177
ESTÂNCIA COMANDANTE BAIRROS - ESTÂNCIAS MARIA LUIZA;3525201;AUI;-46.7204476551315;-23.1416044993176
CHÁCARA BELA VISTA;3528502;AUI;-46.6589798454254;-23.3525617524011
SAUSALITO;3528502;AUI;-46.6478516091295;-23.3758922883249
VILA MACHADO;3528502;AUI;-46.6597188146622;-23.3408540858686
VILA PAULA;3528502;AUI;-46.6539551380837;-23.3374536732348
CHÁCARA MAIRIFLORES;3528502;AUI;-46.65600223739969;-23.327793719129
BAIA BRANCA;3528502;AUI;-46.65110562128359;-23.3297861546858
MIRANTE DO LAGO AZUL;3528502;AUI;-46.6505364495988;-23.3373774284148
FAZENDA SÃO VICENTE;3528502;AUI;-46.6371556463866;-23.3437207277205
JARDIM SINKI;3516408;AUI;-46.6405149140872;-23.3042374993139
PAINEIRA DE MAIRIPORÃ;3528502;AUI;-46.6435714890374;-23.2690441530527
PARQUE PETRÓPOLIS PAULISTA;3528502;AUI;-46.6140004475262;-23.3807726154808
PARQUE RESIDENCIAL IGAPÓ;3528502;AUI;-46.6193788116;-23.3774109958628
PARQUE PETRÓPOLIS;3528502;AUI;-46.611469625488;-23.3713434362337
SÍTIO MORRO DAS PRIMAVERAS;3528502;AUI;-46.6154243841006;-23.3690060168201
RESIDENCIAL BELÓPOLIS;3528502;AUI;-46.6130326928136;-23.3638921788713
PARQUE CERROS VERDES;3528502;AUI;-46.6174119010357;-23.3542650389746
PARQUE VALE DOS PINHEIROS;3528502;AUI;-46.6142097843696;-23.3593410260047
PARQUE PETRÓPOLIS PAULISTA 8º SEÇÃO;3528502;AUI;-46.6050561125862;-23.3776080920178
JARDIM BOA VISTA;3528502;AUI;-46.59553533011631;-23.3673396419692
DAVID SIMONOVITCH;3528502;AUI;-46.6252807167422;-23.3261758336524
JARDINS DE MAIRIPORÃ;3528502;AUI;-46.6281900554672;-23.320583660385
RECANTO DO LAGO;3528502;AUI;-46.614539716981;-23.3317269626867
JARDIM SÃO GABRIEL DAS JABOTICABEIRAS 1ª SEÇÃO;3528502;AUI;-46.617308355551;-23.3224975824869
COLINAS DA CANTAREIRA;3528502;AUI;-46.5970737847059;-23.3478426753613
PARQUE LAGOA DO BARREIRO;3528502;AUI;-46.59703118500939;-23.3382228132111
JARDIM SÃO GONÇALO;3528502;AUI;-46.60629683559431;-23.3310770001408
JARDIM PRINCE;3528502;AUI;-46.6083698181544;-23.323807648011
JARDIM PRIMAVERA;3528502;AUI;-46.6027577073479;-23.3199067393316
RESIDENCIAL SOCIMAR;3528502;AUI;-46.5964009240499;-23.3158865351658
PARQUE GERMÂNIA;3528502;AUI;-46.5877369725952;-23.362914970664
VILA RENASCENÇA;3528502;AUI;-46.5700145761892;-23.368938480327
PARQUE RESIDENCIAL SOSSEGO;3528502;AUI;-46.5691915003861;-23.3625871908155
PARQUE SUÍÇO DA CANTAREIRA - CHÁCARA DA SERRA;3528502;AUI;-46.5521499769658;-23.3569569128401
